frame_id,conf,x1,y1,x2,y2,foot_x,foot_y,court_x,court_y,zone
130,0.27039122581481934,681.43408203125,437.5453796386719,829.1820678710938,654.110595703125,755,654,1.4852724075317383,10.023681640625,near
135,0.870728075504303,829.8727416992188,251.49180603027344,952.2766723632812,446.60406494140625,891,446,2.3171355724334717,4.08579683303833,far
135,0.7421714067459106,690.9920043945312,422.775390625,839.9186401367188,591.4122314453125,765,591,1.432555079460144,8.574685096740723,near
140,0.8189549446105957,846.2958374023438,251.4593048095703,958.5280151367188,439.7791442871094,902,439,2.421241521835327,3.8141210079193115,far
140,0.6552667617797852,693.492919921875,419.0691223144531,839.7626342773438,603.0492553710938,766,603,1.4667295217514038,8.869181632995605,near
145,0.8300300240516663,862.5654296875,256.0996398925781,999.1439819335938,430.5349426269531,930,430,2.7032227516174316,3.4559085369110107,far
145,0.7765769958496094,707.1702880859375,418.5921630859375,871.6801147460938,586.3629760742188,789,586,1.6196438074111938,8.448384284973145,near
145,0.5515806674957275,709.8654174804688,411.60650634765625,872.3456420898438,651.2506103515625,791,651,1.7525835037231445,9.958197593688965,near
150,0.878157913684845,869.0556030273438,257.00933837890625,1001.6561279296875,445.04766845703125,935,445,2.763381004333496,4.048539638519287,far
150,0.6784577965736389,739.1791381835938,398.14434814453125,878.4310302734375,600.2789306640625,808,600,1.8006417751312256,8.794960021972656,near
150,0.3208635747432709,738.994873046875,399.5346984863281,882.6176147460938,712.6141967773438,810,712,1.979872465133667,11.167678833007812,near
155,0.8721022009849548,757.9384765625,392.9634704589844,883.7342529296875,581.6720581054688,820,581,1.867321491241455,8.32022762298584,near
155,0.8113074898719788,887.0586547851562,261.80743408203125,1007.857177734375,458.6756896972656,947,458,2.889376640319824,4.53874397277832,far
160,0.8532583117485046,789.0979614257812,401.4112243652344,922.0154418945312,581.5582885742188,855,581,2.1579248905181885,8.319175720214844,near
160,0.7467279434204102,949.7064819335938,271.3642883300781,1037.2684326171875,468.80377197265625,993,468,3.342172384262085,4.9022932052612305,far
165,0.8511785268783569,809.5189819335938,401.09576416015625,936.02685546875,577.7684936523438,872,577,2.2947304248809814,8.215723037719727,near
165,0.8171369433403015,967.1869506835938,265.1422119140625,1068.93017578125,457.4556884765625,1018,457,3.595548629760742,4.503242492675781,far
170,0.8983490467071533,822.982177734375,390.8210754394531,945.4893798828125,580.3384399414062,884,580,2.3975977897644043,8.292678833007812,near
170,0.8291444182395935,974.9974365234375,288.0665588378906,1126.1768798828125,466.71636962890625,1050,466,3.9013450145721436,4.831567287445068,far
175,0.874218225479126,831.5836181640625,407.2391357421875,960.02294921875,580.661865234375,895,580,2.4889378547668457,8.292351722717285,near
175,0.8671392798423767,995.8455810546875,298.0289001464844,1114.2763671875,480.3839111328125,1055,480,3.9310100078582764,5.322868824005127,far
180,0.8150572180747986,996.9603881835938,304.3041076660156,1111.9993896484375,484.0776062011719,1054,484,3.916149854660034,5.459261417388916,far
180,0.7923824191093445,809.3013916015625,418.1537780761719,985.74365234375,582.769287109375,897,582,2.5070931911468506,8.343469619750977,near
185,0.8410294055938721,994.7371215820312,292.1595153808594,1110.7261962890625,480.1618957519531,1052,480,3.9022984504699707,5.322844982147217,far
185,0.818483829498291,812.6768188476562,426.8414611816406,994.8595581054688,580.0932006835938,903,580,2.555351495742798,8.2921142578125,near
190,0.8510778546333313,839.971435546875,422.8646545410156,992.2564697265625,574.1480102539062,916,574,2.659843683242798,8.1365385055542,near
190,0.8256208896636963,998.2896118164062,269.70587158203125,1111.0001220703125,477.6418151855469,1054,477,3.9254510402679443,5.219428062438965,far
195,0.8104687333106995,1004.1924438476562,261.48187255859375,1096.753662109375,475.6937255859375,1050,475,3.889559268951416,5.149884223937988,far
195,0.7842038869857788,869.8482055664062,411.0638122558594,980.7098388671875,575.9249877929688,925,575,2.735603094100952,8.16232681274414,near
200,0.81992506980896,999.6574096679688,259.7077331542969,1097.076416015625,473.64312744140625,1048,473,3.8727927207946777,5.079912185668945,far
200,0.7877364754676819,864.6737670898438,406.53594970703125,972.5634155273438,569.7636108398438,918,569,2.673814058303833,8.005194664001465,near
205,0.8568735718727112,990.3212890625,258.880859375,1090.107421875,463.91644287109375,1040,463,3.806992292404175,4.723233222961426,far
205,0.8308199644088745,848.8035278320312,402.64190673828125,958.9340209960938,577.8665161132812,903,577,2.5532143115997314,8.214827537536621,near
210,0.8633903861045837,829.6660766601562,391.0374755859375,947.500732421875,575.3807373046875,888,575,2.4263882637023926,8.163373947143555,near
210,0.8109726905822754,982.385986328125,246.7090301513672,1079.395263671875,467.4153747558594,1030,467,3.704538345336914,4.867096900939941,far
215,0.8027493357658386,975.672607421875,239.590576171875,1066.4136962890625,459.60418701171875,1021,459,3.62357759475708,4.576983451843262,far
215,0.8001144528388977,821.5711669921875,395.1183166503906,934.4804077148438,571.7457885742188,878,571,2.3387203216552734,8.059013366699219,near
220,0.8190111517906189,957.3784790039062,251.14051818847656,1054.516845703125,469.3199462890625,1005,469,3.4587974548339844,4.93808126449585,far
220,0.7898131012916565,819.6796875,401.1773681640625,920.7804565429688,576.6639404296875,870,576,2.2769534587860107,8.189867973327637,near
225,0.8293333649635315,940.8931884765625,257.2066345214844,1044.2850341796875,480.8990173339844,992,480,3.327554225921631,5.322371482849121,far
225,0.7717304229736328,818.6793823242188,387.9593811035156,917.4835205078125,578.854248046875,868,578,2.262476921081543,8.241681098937988,near
230,0.8138669729232788,939.1460571289062,267.8348083496094,1043.02587890625,481.578857421875,991,481,3.3175861835479736,5.356656074523926,far
230,0.7851640582084656,826.4690551757812,379.5594177246094,918.3324584960938,568.175537109375,872,568,2.2849857807159424,7.979928016662598,near
235,0.83793044090271,812.0830078125,378.3713073730469,922.5364379882812,571.2710571289062,867,571,2.2462055683135986,8.05931282043457,near
235,0.7836722731590271,942.1529541015625,258.1280517578125,1048.556884765625,475.3648986816406,995,475,3.3585398197174072,5.149310111999512,far
240,0.8440725207328796,804.5783081054688,388.6375732421875,947.90185546875,577.6802368164062,876,577,2.328094244003296,8.215606689453125,near
240,0.7655364274978638,953.6629638671875,245.21128845214844,1050.057861328125,459.90924072265625,1001,459,3.425384759902954,4.576600551605225,far
245,0.9141079783439636,818.2764282226562,389.02423095703125,963.9393310546875,578.80322265625,891,578,2.454030752182007,8.241009712219238,near
245,0.7928521633148193,961.339111328125,234.23680114746094,1056.339111328125,438.6631774902344,1008,438,3.5095973014831543,3.778137683868408,far
250,0.8699201941490173,839.3541870117188,388.3858337402344,978.394287109375,581.537353515625,908,581,2.597505569458008,8.317585945129395,near
250,0.7292850017547607,981.9373779296875,233.8622283935547,1058.836669921875,436.492919921875,1020,436,3.6345949172973633,3.699519634246826,far
255,0.8813135027885437,853.5028686523438,389.1622009277344,984.2819213867188,583.9459228515625,918,583,2.68145489692688,8.368313789367676,near
255,0.7853946685791016,982.71484375,230.13552856445312,1063.0789794921875,435.24420166015625,1022,435,3.656160354614258,3.659885883331299,far
260,0.8899180889129639,873.3544311523438,396.3981018066406,1005.4264526367188,579.3571166992188,939,579,2.8537487983703613,8.265362739562988,near
260,0.740113377571106,999.505859375,234.8308563232422,1070.0906982421875,428.1389465332031,1034,428,3.7882957458496094,3.378633737564087,far
265,0.8584234118461609,898.4517822265625,405.5313415527344,1034.45361328125,579.3792114257812,966,579,3.0779054164886475,8.264569282531738,near
265,0.7713834643363953,1014.7747802734375,177.8775177001953,1086.7017822265625,418.97705078125,1050,418,3.970452070236206,2.9650614261627197,far
270,0.9225479960441589,918.2679443359375,403.5994873046875,1042.44091796875,579.5111694335938,980,579,3.1940762996673584,8.26415729522705,near
270,0.750497043132782,1008.7428588867188,213.86415100097656,1116.7027587890625,408.3092041015625,1062,408,4.115827560424805,2.5368051528930664,far
275,0.8440081477165222,923.3530883789062,406.7822570800781,1056.1285400390625,580.2042236328125,989,580,3.2684741020202637,8.28956127166748,near
275,0.6066976189613342,1009.2907104492188,209.5999298095703,1132.2161865234375,405.86090087890625,1070,405,4.208158016204834,2.405626058578491,far
280,0.8413991332054138,929.5256958007812,432.31829833984375,1075.79931640625,569.5448608398438,1002,569,3.3807010650634766,8.00296401977539,near
280,0.7538252472877502,1017.900390625,242.17308044433594,1128.9239501953125,401.695068359375,1073,401,4.249061107635498,2.2281196117401123,far
285,0.7915639281272888,1028.608642578125,244.88929748535156,1132.703369140625,407.01934814453125,1080,407,4.31217098236084,2.49406361579895,far
285,0.7447851300239563,950.8438720703125,446.2353210449219,1088.639404296875,579.9915771484375,1019,579,3.517483711242676,8.263012886047363,near
290,0.8257309198379517,986.4014892578125,429.83056640625,1133.0888671875,574.1453857421875,1059,574,3.8541598320007324,8.132538795471191,near
290,0.7642574906349182,1021.1299438476562,234.60690307617188,1127.6588134765625,400.3585510253906,1074,400,4.262113094329834,2.183361291885376,far
295,0.8095824122428894,1008.5885620117188,437.7964172363281,1132.718017578125,576.5411987304688,1070,576,3.943476676940918,8.184158325195312,near
295,0.7617763876914978,1016.8099975585938,237.70144653320312,1120.508544921875,400.2112121582031,1068,400,4.196465969085693,2.1830008029937744,far
300,0.7693959474563599,1015.8411865234375,247.17491149902344,1107.4918212890625,416.52984619140625,1061,416,4.090629577636719,2.8810040950775146,far
300,0.6911864280700684,1035.8470458984375,448.0220947265625,1177.1280517578125,574.5244140625,1106,574,4.245774269104004,8.131227493286133,near
300,0.6878401041030884,1028.6514892578125,447.5511779785156,1178.9892578125,619.423095703125,1103,619,4.154297351837158,9.234399795532227,near
300,0.2830761671066284,986.5669555664062,449.0069580078125,1184.486083984375,588.5601196289062,1085,588,4.052123069763184,8.489370346069336,near
305,0.7305891513824463,1011.6266479492188,241.65377807617188,1094.6104736328125,419.70782470703125,1053,419,4.0006537437438965,3.007265329360962,far
305,0.7035444378852844,1058.3875732421875,444.04937744140625,1209.00732421875,565.0532836914062,1133,565,4.487946033477783,7.893405437469482,near
305,0.2640809416770935,1048.099609375,432.5610656738281,1206.5059814453125,647.0686645507812,1127,647,4.2983598709106445,9.857272148132324,near
310,0.802297055721283,1068.3743896484375,424.8328857421875,1233.998291015625,569.0692749023438,1151,569,4.630945682525635,7.999020576477051,near
310,0.7508314847946167,1009.1073608398438,227.885498046875,1093.214599609375,417.0119323730469,1051,417,3.9826385974884033,2.9228928089141846,far
310,0.3788565993309021,1075.545166015625,426.281982421875,1228.6097412109375,675.1474609375,1152,675,4.439949989318848,10.437801361083984,near
315,0.763719379901886,997.5225830078125,227.7733154296875,1091.28173828125,421.9928283691406,1044,421,3.9024884700775146,3.090566396713257,far
315,0.6845383644104004,1105.457763671875,437.77392578125,1253.5443115234375,566.1927490234375,1179,566,4.872804164886475,7.9188642501831055,near
315,0.6199336051940918,1106.129150390625,431.8768310546875,1252.495361328125,616.9639282226562,1179,616,4.756493091583252,9.161942481994629,near
320,0.8093235492706299,985.6992797851562,235.68751525878906,1088.911865234375,429.9990234375,1037,429,3.818308115005493,3.419398069381714,far
320,0.4311820864677429,1119.54541015625,454.59259033203125,1269.417236328125,659.2550659179688,1194,659,4.779573917388916,10.108355522155762,near
320,0.26156479120254517,1120.477294921875,462.1784362792969,1269.6455078125,563.4539794921875,1195,563,5.015295505523682,7.838390827178955,near
320,0.2609080374240875,1073.3392333984375,461.2765197753906,1269.351318359375,613.5419921875,1171,613,4.6999030113220215,9.092215538024902,near
325,0.8467844724655151,973.5902709960938,244.39125061035156,1082.4189453125,437.44598388671875,1028,437,3.7158405780792236,3.7393481731414795,far
325,0.46128836274147034,1126.2017822265625,483.9375305175781,1234.9747314453125,565.33935546875,1180,565,4.8837103843688965,7.892219543457031,near
330,0.831909716129303,965.213623046875,263.1770324707031,1078.2166748046875,456.62530517578125,1021,456,3.6262662410736084,4.466282367706299,far
330,0.5619213581085205,1117.6324462890625,474.4315185546875,1238.0137939453125,566.2525024414062,1177,566,4.8559956550598145,7.918915271759033,near
335,0.8282996416091919,967.7819213867188,262.11328125,1084.0987548828125,454.0511779785156,1025,454,3.668022871017456,4.391963958740234,far
335,0.7072948217391968,1103.5125732421875,468.415283203125,1235.5740966796875,581.187744140625,1169,581,4.753908157348633,8.309785842895508,near
335,0.31112053990364075,1074.9449462890625,472.3762512207031,1236.9090576171875,682.8695068359375,1155,682,4.450303077697754,10.57698917388916,near
340,0.8196933269500732,992.503662109375,246.8357696533203,1098.1024169921875,434.128173828125,1045,434,3.8945727348327637,3.6208465099334717,far
340,0.5340991616249084,1072.8333740234375,468.99774169921875,1208.6322021484375,584.1552734375,1140,584,4.509155750274658,8.386907577514648,near
340,0.5117958784103394,1062.7401123046875,468.1009216308594,1207.8509521484375,632.924560546875,1135,632,4.3833160400390625,9.528266906738281,near
340,0.4255615174770355,1066.0736083984375,473.39593505859375,1199.6673583984375,686.9815673828125,1132,686,4.277826309204102,10.65674877166748,near
345,0.7951281666755676,1013.1927490234375,243.11683654785156,1115.1563720703125,432.68353271484375,1064,432,4.094037055969238,3.541482448577881,far
345,0.6757734417915344,1060.408447265625,469.4347839355469,1199.9139404296875,598.1766967773438,1130,598,4.401977062225342,8.735093116760254,near
345,0.424331933259964,1050.8011474609375,473.80615234375,1199.41455078125,690.6217651367188,1125,690,4.221859931945801,10.734963417053223,near
350,0.789127767086029,1040.8314208984375,245.91458129882812,1140.838134765625,430.7915954589844,1090,430,4.367382049560547,3.461883544921875,far
350,0.7184624671936035,1007.9026489257812,454.95263671875,1174.7130126953125,634.46142578125,1091,634,4.041449069976807,9.574666976928711,near
350,0.6212475895881653,1011.5736694335938,460.0748291015625,1169.391845703125,577.8698120117188,1090,577,4.108265399932861,8.209439277648926,near
355,0.8041583299636841,1060.104248046875,239.1925506591797,1139.711669921875,427.9626159667969,1099,427,4.467876434326172,3.340402126312256,far
355,0.7076155543327332,1005.4252319335938,447.20086669921875,1137.60400390625,583.00537109375,1071,583,3.9434869289398193,8.363653182983398,near
360,0.8148692846298218,995.5151977539062,439.3078308105469,1127.6724853515625,574.1964721679688,1061,574,3.8708336353302,8.13248348236084,near
360,0.7351090312004089,1083.6475830078125,218.950927734375,1149.04150390625,421.3384094238281,1116,421,4.661387920379639,3.093707799911499,far
365,0.8252472877502441,989.984130859375,436.90850830078125,1116.0736083984375,570.0057983398438,1053,570,3.8081493377685547,8.027976036071777,near
365,0.741803765296936,1096.2037353515625,223.31210327148438,1158.1365966796875,418.970458984375,1127,418,4.786072254180908,2.968590259552002,far
370,0.8259081840515137,990.997314453125,440.260986328125,1101.768310546875,575.400146484375,1046,575,3.7448432445526123,8.158907890319824,near
370,0.7428567409515381,1106.4385986328125,216.1990203857422,1167.784912109375,419.3071594238281,1137,419,4.8886942863464355,3.011051654815674,far
375,0.8502666354179382,987.8704223632812,438.80718994140625,1098.0225830078125,575.1516723632812,1042,575,3.7115283012390137,8.15902042388916,near
375,0.7147499322891235,1117.2347412109375,223.48793029785156,1178.9534912109375,412.82537841796875,1148,412,5.0285773277282715,2.7144715785980225,far
380,0.7715070843696594,959.8320922851562,425.0326843261719,1089.8243408203125,569.2155151367188,1024,569,3.5655934810638428,8.002381324768066,near
380,0.602277934551239,1121.5989990234375,180.67343139648438,1197.8326416015625,410.4330139160156,1159,410,5.153392314910889,2.6288137435913086,far
385,0.7699734568595886,957.6475219726562,423.6612243652344,1085.6488037109375,567.9384765625,1021,567,3.541673183441162,7.949496269226074,near
385,0.7397937774658203,1118.26416015625,175.31947326660156,1199.5977783203125,415.6076354980469,1158,415,5.124584197998047,2.843161106109619,far
390,0.7909495234489441,959.437255859375,421.0231018066406,1074.438720703125,577.7803344726562,1016,577,3.493755578994751,8.211568832397461,near
390,0.7265157699584961,1102.0740966796875,194.68431091308594,1207.3204345703125,409.828125,1154,409,5.103379726409912,2.585216522216797,far
395,0.8370204567909241,957.2677612304688,440.6780090332031,1072.9970703125,576.5054321289062,1015,576,3.486003875732422,8.185725212097168,near
395,0.5796300172805786,1090.7138671875,221.89166259765625,1208.520751953125,427.8875427246094,1149,427,4.988759994506836,3.3423666954040527,far
400,0.7236916422843933,1085.0794677734375,226.66104125976562,1206.02978515625,422.0884704589844,1145,422,4.9633026123046875,3.1365339756011963,far
400,0.6792104840278625,948.3020629882812,459.62274169921875,1103.3460693359375,583.0214233398438,1025,583,3.564549207687378,8.365052223205566,near
405,0.7516486644744873,1067.10888671875,228.0121307373047,1177.7537841796875,412.69012451171875,1122,412,4.750678539276123,2.7131638526916504,far
405,0.7183991074562073,970.0992431640625,448.7762451171875,1120.3304443359375,577.2978515625,1045,577,3.734710693359375,8.210733413696289,near
410,0.7453403472900391,1015.0178833007812,440.6976318359375,1132.9798583984375,575.6378173828125,1073,575,3.9696335792541504,8.158145904541016,near
410,0.7057424187660217,1060.13134765625,230.624267578125,1157.738525390625,409.4236145019531,1108,409,4.60904598236084,2.5827949047088623,far
415,0.7276125550270081,1052.9937744140625,239.63446044921875,1138.1253662109375,410.21368408203125,1095,410,4.466748237609863,2.6254942417144775,far
415,0.627683162689209,1036.9256591796875,447.3790588378906,1168.6578369140625,570.8673095703125,1102,570,4.218727111816406,8.026664733886719,near
415,0.613387405872345,1025.5594482421875,447.2799377441406,1176.634765625,631.2607421875,1101,631,4.122398853302002,9.50732707977295,near
415,0.294369101524353,986.4241333007812,447.3548889160156,1182.658447265625,595.6236572265625,1084,595,4.034920692443848,8.663180351257324,near
420,0.7072309255599976,1034.598876953125,162.25169372558594,1114.490478515625,414.0123596191406,1074,414,4.2329535484313965,2.796483278274536,far
420,0.5139062404632568,1063.7340087890625,476.81268310546875,1178.2197265625,571.6734619140625,1120,571,4.367646217346191,8.052454948425293,near
420,0.41004636883735657,1034.5875244140625,473.9299011230469,1190.4354248046875,605.0218505859375,1112,605,4.246036052703857,8.904878616333008,near
420,0.2928348779678345,1040.0546875,472.6371765136719,1178.815673828125,688.8796997070312,1109,688,4.109339714050293,10.696952819824219,near
425,0.7304878234863281,1016.0613403320312,190.72914123535156,1114.821533203125,421.987548828125,1065,421,4.124011039733887,3.0914833545684814,far
425,0.504704475402832,1066.575927734375,467.2651062011719,1206.00244140625,579.2688598632812,1136,579,4.485846996307373,8.259583473205566,near
425,0.4836619198322296,1051.2740478515625,465.2895202636719,1205.9857177734375,616.2308959960938,1128,616,4.355318069458008,9.163902282714844,near
430,0.7978571057319641,1002.3043823242188,233.2569580078125,1087.6363525390625,425.8912353515625,1044,425,3.8967905044555664,3.2562496662139893,far
430,0.7700903415679932,1100.890625,396.66644287109375,1217.6419677734375,567.7891235351562,1159,567,4.702426910400391,7.945926189422607,near
435,0.7781662344932556,1096.4600830078125,410.08880615234375,1224.719482421875,567.859130859375,1160,567,4.7108235359191895,7.9459004402160645,near
435,0.7419547438621521,988.9160766601562,222.66607666015625,1076.9423828125,422.86456298828125,1032,422,3.7746260166168213,3.1316869258880615,far
440,0.8281006217002869,961.6393432617188,225.8390655517578,1069.636474609375,429.74017333984375,1015,429,3.5892083644866943,3.4185619354248047,far
440,0.651511013507843,1103.01806640625,410.9044494628906,1250.259765625,571.2176513671875,1176,571,4.835412979125977,8.050943374633789,near
445,0.8959155678749084,932.4430541992188,254.46337890625,1077.5628662109375,434.3334655761719,1005,434,3.4815478324890137,3.619462013244629,far
445,0.8309835195541382,1080.5643310546875,439.77020263671875,1236.8004150390625,575.5855102539062,1158,575,4.676328182220459,8.155752182006836,near
450,0.9340840578079224,931.068115234375,269.6542663574219,1075.9775390625,435.4533996582031,1003,435,3.460230827331543,3.65924072265625,far
450,0.4151065945625305,1112.12646484375,480.32086181640625,1242.714599609375,574.9154663085938,1177,574,4.836499214172363,8.129249572753906,near
450,0.27322810888290405,1130.480712890625,480.5741271972656,1227.6195068359375,569.5435791015625,1179,569,4.865373134613037,7.998281478881836,near
455,0.7326759696006775,897.8539428710938,286.6300354003906,1077.1116943359375,439.7983093261719,987,439,3.293672800064087,3.816788911819458,far
460,0.7105408310890198,841.52783203125,304.4251403808594,1038.897705078125,443.34759521484375,940,443,2.8133203983306885,3.9714107513427734,far
465,0.5989484190940857,816.400390625,300.406005859375,1025.7147216796875,447.5327453613281,921,447,2.6225688457489014,4.124929904937744,far
470,0.7267895340919495,796.7529907226562,313.37811279296875,990.6248168945312,455.1759033203125,893,455,2.348374843597412,4.426390171051025,far
475,0.4873635172843933,766.3245849609375,321.1785888671875,965.7138671875,461.91961669921875,866,461,2.0877528190612793,4.6473894119262695,far
475,0.4291515052318573,930.6096801757812,482.5038757324219,1082.65869140625,581.949462890625,1006,581,3.408808946609497,8.314651489257812,near
480,0.5883848667144775,884.100341796875,470.8476867675781,1041.3375244140625,591.5811157226562,962,591,3.0452113151550293,8.56824779510498,near
480,0.442599892616272,764.463134765625,324.69146728515625,956.3947143554688,460.34136962890625,860,460,2.026521921157837,4.6106486320495605,far
